sample	qcpass	fittype	calib_slope	calib_slope_deg	calib_span	calib_linfit_rsquare	calib_linfit_logpval	coef_a	coef_b	coef_c	ci_a	ci_b	ci_c	rsquare	adjrsquare	rmse	f	f_logpval	truncated_genes	median	iqr	iqr_raw	q1	q25	q75	q99
LJP009_A375_24H_X1_B20:D20	1	power	1.93737	62.6988	4.68609	0.978039	8.04585	0.121387	1.93616	-1.49082	-0.37,0.61	0.48,3.39	-8.63,5.65	0.983412	0.979266	0.409141	237.145	7.12088	2	8.1167	10.6196	1.7602	11.6325	84.2227	894.41	22404.4
LJP009_A375_24H_X1_B20:D21	1	power	1.97784	63.1788	4.72566	0.949121	6.39857	0.0261775	2.49523	0.0120623	-0.13,0.18	0.32,4.67	-6.86,6.88	0.963159	0.953949	0.609746	104.574	5.73467	4	8.14903	12.1252	1.78092	11.1341	82.3081	998.005	25064.4
LJP009_A375_24H_X1_B20:D22	1	power	1.93659	62.6894	4.76297	0.975997	7.87174	0.231087	1.70978	-2.55662	-0.80,1.26	0.14,3.28	-12.27,7.16	0.979325	0.974157	0.456776	189.472	6.73824	2	8.15068	10.8057	1.77636	10.6796	83.2071	899.115	20714.1
LJP009_A375_24H_X1_B20:D23	1	power	1.84721	61.5708	4.82966	0.972656	7.61642	0.12462	1.90631	-1.29292	-0.42,0.67	0.34,3.47	-8.92,6.33	0.9784	0.973001	0.466879	181.189	6.66222	1	8.03285	9.95332	1.7955	11.4294	86.0634	856.617	18897.6
LJP009_A375_24H_X1_B20:D24	1	power	1.92766	62.5813	4.77789	0.968539	7.34156	0.0354905	2.37778	-0.00645373	-0.12,0.19	0.76,3.99	-5.37,5.36	0.980144	0.97518	0.44764	197.45	6.80843	2	8.13421	9.64838	1.66081	12.0652	96.4383	930.474	23805.7
LJP009_A375_24H_X1_B20:E01	1	power	2.10896	64.6313	4.45741	0.957746	6.76317	0.138536	1.91791	-2.49201	-0.73,1.00	-0.32,4.16	-14.76,9.78	0.962803	0.953504	0.612686	103.535	5.71796	4	8.02409	10.9863	1.64217	10.1765	79.8096	876.811	29059.2
LJP009_A375_24H_X1_B20:E02	1	power	1.92953	62.604	4.74442	0.980402	8.26875	0.220989	1.7231	-2.47781	-0.66,1.10	0.31,3.13	-11.06,6.11	0.983741	0.979676	0.405071	242.016	7.15561	2	8.11848	10.0713	1.72408	11.658	91.952	926.073	19145.9
LJP009_A375_24H_X1_B20:E03	1	power	1.98324	63.2416	4.5256	0.988417	9.29795	0.480587	1.46258	-4.56411	-1.21,2.17	0.26,2.66	-14.95,5.82	0.989584	0.98698	0.324215	380.024	7.92919	2	8.1293	11.301	1.76996	12.0571	82.8016	935.741	18289.1
LJP009_A375_24H_X1_B20:E04	1	power	2.02065	63.6697	4.51089	0.982712	8.5143	1.70092	1.05417	-9.07479	-6.21,9.61	-0.42,2.53	-33.21,15.06	0.98273	0.978413	0.417472	227.617	7.05084	2	8.26897	11.154	1.72223	11.4505	95.0513	1060.2	23261.3
LJP009_A375_24H_X1_B20:E05	1	power	1.86526	61.8034	4.93533	0.97908	8.14094	0.549208	1.39684	-4.34678	-1.82,2.92	-0.06,2.86	-17.33,8.64	0.98022	0.975275	0.446779	198.227	6.81512	1	8.25193	9.6136	1.75257	12.1529	93.1819	895.813	15345
LJP009_A375_24H_X1_B20:E06	1	power	1.97961	63.1994	4.60842	0.979342	8.16563	0.362243	1.56352	-3.50159	-1.19,1.92	0.07,3.06	-14.58,7.58	0.981396	0.976745	0.433295	211.009	6.92159	3	8.14127	12.8584	1.85759	11.2727	87.5392	1125.61	26695.4
LJP009_A375_24H_X1_B20:E07	1	power	1.94877	62.8356	4.79484	0.970737	7.48351	0.376603	1.54027	-3.80692	-1.57,2.32	-0.24,3.32	-17.53,9.91	0.97273	0.965913	0.524594	142.682	6.25727	2	8.13105	11.8334	1.83568	10.4598	77.2979	914.699	19454.5
LJP009_A375_24H_X1_B20:E08	1	power	2.03463	63.8263	4.59316	0.972724	7.6213	0.667041	1.36066	-5.82076	-2.94,4.27	-0.45,3.18	-24.41,12.77	0.973553	0.966941	0.516619	147.246	6.3105	2	8.282	11.6544	1.7434	10.5226	85.1289	992.125	23988
LJP009_A375_24H_X1_B20:E09	1	power	2.03222	63.7995	4.60123	0.970456	7.46477	0.190924	1.79147	-2.70559	-0.77,1.15	0.00,3.58	-13.45,8.04	0.974462	0.968078	0.507663	152.629	6.37125	3	8.21775	12.1584	1.76955	10.0138	84.2036	1023.78	24621.6
LJP009_A375_24H_X1_B20:E10	1	power	2.07934	64.3161	4.42331	0.976387	7.90377	0.190897	1.8069	-2.58269	-0.68,1.07	0.16,3.45	-12.25,7.08	0.980166	0.975207	0.447396	197.67	6.81032	7	8.25045	13.406	1.79721	9.90649	80.8493	1083.87	32771.4
LJP009_A375_24H_X1_B20:E11	1	power	2.1484	65.0398	4.34214	0.943343	6.18727	0.0207584	2.64926	0.263013	-0.11,0.15	0.25,5.05	-6.64,7.17	0.959344	0.94918	0.640538	94.3863	5.5635	17	8.06022	16.4653	1.81466	10.9935	79.3817	1307.04	32794.1
LJP009_A375_24H_X1_B20:E12	1	power	1.99409	63.367	4.60695	0.968964	7.36822	0.0829597	2.08597	-1.11383	-0.32,0.49	0.32,3.85	-8.81,6.58	0.976096	0.97012	0.491151	163.338	6.48614	4	8.08325	11.306	1.76164	11.2338	75.1476	849.622	25776.9
LJP009_A375_24H_X1_B20:E13	1	power	1.7276	59.9361	5.19178	0.983126	8.56167	0.23318	1.66635	-1.66743	-0.56,1.02	0.48,2.85	-8.54,5.20	0.986381	0.982976	0.370726	289.711	7.46344	1	8.30817	9.03377	1.83087	16.6479	99.0292	894.608	13683.9
LJP009_A375_24H_X1_B20:E14	1	power	2.14087	64.9628	4.37687	0.951566	6.49526	0.031875	2.46007	-0.540854	-0.16,0.23	0.17,4.75	-8.43,7.35	0.963603	0.954504	0.606056	105.9	5.75576	4	7.93972	10.5687	1.58084	10.5032	78.9295	834.185	26436.6
LJP009_A375_24H_X1_B20:E15	1	power	1.91703	62.4517	4.77105	0.977358	7.98606	0.173476	1.80547	-2.00958	-0.55,0.90	0.32,3.29	-10.27,6.25	0.981579	0.976973	0.431165	213.14	6.93872	1	8.09221	10.4157	1.76734	11.5835	83.6257	871.019	18093.2
LJP009_A375_24H_X1_B20:E16	1	power	1.70857	59.6602	5.22312	0.9854	8.84499	0.239135	1.65427	-1.58241	-0.49,0.97	0.58,2.73	-7.80,4.63	0.988607	0.985759	0.339083	347.087	7.77342	1	8.26803	9.27674	1.88138	15.671	92.4431	857.57	13103.2
LJP009_A375_24H_X1_B20:E17	1	power	1.96274	63.0015	4.69479	0.975216	7.80896	0.352044	1.56456	-3.75598	-1.32,2.03	-0.08,3.21	-16.19,8.68	0.977325	0.971656	0.478365	172.403	6.57779	1	8.25519	10.4077	1.72839	10.8814	84.2743	877.102	16612.7
LJP009_A375_24H_X1_B20:E18	1	power	1.83132	61.3631	4.8672	0.98342	8.59607	0.237139	1.68332	-2.02211	-0.58,1.06	0.46,2.90	-9.29,5.25	0.986624	0.98328	0.367405	295.044	7.4947	1	8.1772	10.5183	1.85759	13.121	84.8842	892.836	18112.2
LJP009_A375_24H_X1_B20:E19	1	power	2.42734	67.6096	3.89103	0.877792	4.67232	0.0129097	2.92734	0.50655	-0.11,0.14	-0.96,6.82	-9.40,10.41	0.898807	0.873508	1.01055	35.5283	3.97939	45	8.18369	37.7947	2.0613	9.58304	57.3829	2168.77	32857.8
LJP009_A375_24H_X1_B20:E20	1	power	2.05456	64.0468	4.48681	0.978316	8.07073	0.42793	1.51424	-4.62805	-1.63,2.49	-0.14,3.17	-18.50,9.25	0.979843	0.974804	0.451017	194.444	6.78232	3	8.231	9.78811	1.60686	10.8212	87.5673	857.119	20707.6
LJP009_A375_24H_X1_B20:E21	1	power	1.94837	62.8309	4.65367	0.980844	8.31342	0.748221	1.31034	-5.38633	-2.62,4.12	-0.20,2.82	-20.91,10.14	0.981443	0.976804	0.432749	211.553	6.92598	2	8.52726	10.1921	1.70936	15.9451	119.778	1220.79	29049.4
LJP009_A375_24H_X1_B20:E22	1	power	2.14092	64.9633	4.39595	0.964345	7.09625	0.268729	1.69417	-3.65099	-1.30,1.83	-0.36,3.75	-17.89,10.59	0.967345	0.959182	0.574057	118.494	5.94422	6	8.24042	13.1692	1.7271	9.6838	89.1996	1174.69	32769.1
LJP009_A375_24H_X1_B20:E23	1	power	1.80491	61.0116	4.90072	0.978983	8.13186	0.0593169	2.18161	0.203417	-0.14,0.26	0.94,3.43	-4.16,4.57	0.987538	0.984423	0.354626	316.984	7.61769	3	8.33702	10.2206	1.79994	17.3084	109.544	1119.61	25892.9
LJP009_A375_24H_X1_B20:E24	1	power	1.91239	62.3946	4.63013	0.973722	7.69436	0.0758827	2.09485	-0.859613	-0.25,0.40	0.54,3.65	-7.45,5.73	0.981128	0.97641	0.436409	207.952	6.89671	2	8.10751	12.0483	1.86758	11.5353	83.3569	1004.31	20429.3
LJP009_A375_24H_X1_B20:F01	1	power	1.98995	63.3193	4.72203	0.961416	6.94139	0.146072	1.88202	-1.99996	-0.66,0.95	-0.10,3.87	-12.51,8.51	0.966702	0.958378	0.579684	116.128	5.91033	3	8.31268	11.0434	1.72275	11.99	93.3038	1030.39	28453.6
LJP009_A375_24H_X1_B20:F02	1	power	2.01046	63.5543	4.54858	0.981925	8.42712	0.672346	1.35454	-5.61458	-2.30,3.65	-0.13,2.84	-20.71,9.48	0.982685	0.978357	0.418012	227.019	7.04635	2	8.04334	11.2357	1.73949	10.5133	86.2692	969.295	21161.8
LJP009_A375_24H_X1_B20:F03	1	power	2.06378	64.1476	4.42803	0.969213	7.38402	0.108266	2.00862	-1.56277	-0.45,0.67	0.13,3.89	-10.49,7.36	0.974934	0.968668	0.502949	155.579	6.40367	6	8.12003	12.186	1.74583	11.304	79.1041	963.961	32769.1
LJP009_A375_24H_X1_B20:F04	1	power	1.81966	61.2088	4.96326	0.987208	9.10372	0.626613	1.34623	-4.24389	-1.52,2.77	0.19,2.50	-14.80,6.32	0.988024	0.98503	0.347646	330.004	7.68677	1	8.18356	9.57551	1.79407	12.2846	93.3071	893.463	16693
LJP009_A375_24H_X1_B20:F05	1	power	1.97511	63.1469	4.62025	0.970273	7.45268	0.114776	1.97746	-1.16293	-0.42,0.65	0.28,3.68	-9.00,6.67	0.97636	0.97045	0.488438	165.203	6.50539	2	7.89168	10.6165	1.73433	12.2748	76.4714	811.862	27242.8
LJP009_A375_24H_X1_B20:F06	1	power	1.85859	61.7179	4.88574	0.981345	8.36526	0.179866	1.78417	-1.72477	-0.47,0.83	0.49,3.07	-8.76,5.31	0.985507	0.981884	0.382435	272.001	7.3554	2	8.20008	9.60041	1.74951	12.3901	95.0576	912.591	21714.1
LJP009_A375_24H_X1_B20:F07	1	power	2.01188	63.5705	4.61079	0.96856	7.34291	0.139136	1.91392	-1.61892	-0.53,0.81	0.15,3.67	-10.44,7.21	0.974121	0.967651	0.511045	150.564	6.34819	4	8.04887	12.0542	1.78298	11.1335	78.8021	949.895	29690.4
LJP009_A375_24H_X1_B20:F08	1	power	1.86783	61.8363	4.9268	0.974377	7.74378	0.160512	1.83037	-1.46574	-0.52,0.84	0.31,3.35	-9.28,6.35	0.979251	0.974063	0.4576	188.776	6.73198	1	8.03222	10.6267	1.83015	12.0398	79.7364	847.331	21613.2
LJP009_A375_24H_X1_B20:F09	1	power	1.95523	62.9125	4.73337	0.973284	7.66192	0.35188	1.56808	-3.4343	-1.33,2.04	-0.10,3.24	-15.66,8.79	0.975516	0.969395	0.497074	159.374	6.44449	2	7.93746	12.1027	1.85127	11.4116	73.3621	887.878	19877.9
LJP009_A375_24H_X1_B20:F10	1	power	2.1603	65.1607	4.33039	0.95417	6.60375	0.107799	2.0155	-2.29148	-0.60,0.82	-0.36,4.39	-14.44,9.86	0.960018	0.950023	0.635203	96.046	5.59256	3	7.96728	11.8647	1.65503	9.9516	76.3033	905.316	29471.1
LJP009_A375_24H_X1_B20:F11	1	power	1.94494	62.7898	4.57034	0.978629	8.0992	0.626113	1.37153	-4.62374	-2.37,3.62	-0.26,3.00	-19.67,10.42	0.979437	0.974296	0.45554	190.523	6.74765	4	8.62423	10.5961	1.73676	15.6126	120.537	1277.22	29423.9
LJP009_A375_24H_X1_B20:F12	1	power	2.08803	64.4093	4.43311	0.962066	6.97476	0.154835	1.88019	-2.3709	-0.76,1.07	-0.25,4.01	-14.16,9.42	0.966612	0.958264	0.580472	115.802	5.90561	6	8.04617	13.635	1.80108	10.7817	78.4229	1069.3	32769.1
LJP009_A375_24H_X1_B20:F13	1	power	2.03049	63.7802	4.58795	0.962289	6.98629	0.0985416	2.02286	-1.74213	-0.45,0.65	0.00,4.04	-11.46,7.98	0.968681	0.960851	0.562199	123.716	6.01674	2	8.00358	13.5535	1.85572	10.5186	70.4891	955.377	18905.4
LJP009_A375_24H_X1_B20:F14	1	power	1.64325	58.6775	5.28823	0.988487	9.30989	0.0935387	1.98161	0.29176	-0.09,0.28	1.27,2.69	-2.41,2.99	0.995257	0.994071	0.218783	839.332	9.29575	1	8.18874	7.94038	1.80374	18.0494	101.052	802.393	13124.9
LJP009_A375_24H_X1_B20:F15	1	power	1.9415	62.7485	4.76917	0.969991	7.43416	0.135693	1.90032	-1.62512	-0.50,0.77	0.21,3.59	-10.16,6.91	0.975511	0.969388	0.497132	159.336	6.44409	1	8.04808	10.138	1.72316	11.1655	82.804	839.467	24907.8
LJP009_A375_24H_X1_B20:F16	1	power	1.91569	62.4352	4.80261	0.976451	7.90908	0.303647	1.60861	-3.14808	-1.07,1.68	0.03,3.18	-14.09,7.79	0.978904	0.97363	0.461408	185.607	6.70318	1	8.14758	9.93516	1.72798	12.3132	91.7248	911.3	16765.9
LJP009_A375_24H_X1_B20:F17	1	power	1.96971	63.0835	4.70854	0.976929	7.94927	0.505977	1.44096	-4.85083	-1.95,2.96	-0.20,3.08	-19.58,9.88	0.978164	0.972705	0.469429	179.183	6.6433	1	8.24712	11.2435	1.77163	10.8064	89.9243	1011.06	17732.2
LJP009_A375_24H_X1_B20:F18	1	power	1.74012	60.1151	5.07931	0.986218	8.95782	0.195998	1.74023	-1.00455	-0.38,0.77	0.69,2.79	-6.38,4.38	0.989943	0.987429	0.318577	393.738	7.99015	1	8.31373	9.89561	1.87384	17.6437	107.817	1066.92	16871.1
LJP009_A375_24H_X1_B20:F19	1	power	3.27065	72.999	2.13779	0.470007	1.70159	3.0943e-09	9.82558	3.64844	-0.00,0.00	-12.82,32.47	-4.30,11.60	0.52343	0.404287	2.19304	4.3933	1.28749	184	10.7551	580.158	2.08145	14.93	56.7106	32901.1	33175.9
LJP009_A375_24H_X1_B20:F20	1	power	2.62652	69.1566	3.50466	0.969632	7.41085	0.0954283	2.16217	-2.79604	-0.48,0.68	-0.12,4.45	-14.25,8.66	0.974814	0.968518	0.504148	154.821	6.3954	40	8.48652	28.0427	1.78164	10.8807	80.9444	2269.9	32846.5
LJP009_A375_24H_X1_B20:F21	1	power	1.97226	63.1136	4.67159	0.978123	8.05337	0.390258	1.53083	-4.05954	-1.42,2.20	-0.06,3.12	-16.70,8.58	0.979873	0.974842	0.45068	194.742	6.78492	1	8.22959	11.1406	1.76304	11.3042	89.6009	998.205	18048.9
LJP009_A375_24H_X1_B20:F22	1	power	1.98112	63.217	4.68401	0.972367	7.59583	0.472695	1.46451	-4.81197	-2.07,3.02	-0.36,3.29	-20.91,11.29	0.973718	0.967147	0.515008	148.194	6.32135	2	8.24523	11.6206	1.78151	9.98289	96.2153	1118.08	19400.2
LJP009_A375_24H_X1_B20:F23	1	power	1.77479	60.601	5.02483	0.974139	7.72564	0.13679	1.8768	-0.618665	-0.43,0.70	0.38,3.37	-7.41,6.17	0.979511	0.974389	0.454719	191.226	6.75391	2	8.38737	10.0778	1.84364	16.8372	105.052	1058.7	21940.6
LJP009_A375_24H_X1_B20:F24	1	power	2.15119	65.0682	4.29275	0.947364	6.33188	0.0302343	2.48171	-0.481042	-0.17,0.24	-0.04,5.01	-9.06,8.10	0.958781	0.948476	0.644958	93.0426	5.53961	8	7.89464	11.4548	1.63263	10.9186	74.9907	859.003	32773.7
LJP009_A375_24H_X1_B20:G01	1	power	2.20931	65.647	4.23677	0.96327	7.038	0.11333	2.01057	-2.35873	-0.56,0.78	-0.14,4.16	-13.49,8.78	0.96886	0.961074	0.56059	124.45	6.0267	10	8.12185	14.2475	1.72242	9.28197	82.4424	1174.6	32778.2
LJP009_A375_24H_X1_B20:G02	1	power	2.2408	65.9502	4.16523	0.955247	6.65041	0.129788	1.97863	-2.3512	-0.72,0.98	-0.41,4.37	-14.89,10.18	0.960604	0.950756	0.63053	97.5344	5.61821	14	8.1163	15.9617	1.77189	9.39684	75.7895	1209.73	32787.3
LJP009_A375_24H_X1_B20:G03	1	power	2.11163	64.6593	4.43275	0.964096	7.0826	0.206262	1.78091	-3.06188	-0.98,1.40	-0.27,3.83	-15.87,9.75	0.967818	0.959773	0.569886	120.294	5.96956	5	7.93355	13.4638	1.79165	9.57272	66.6078	896.792	30956.6
LJP009_A375_24H_X1_B20:G04	1	power	2.04186	63.9068	4.58659	0.967624	7.2854	0.231019	1.72488	-3.20604	-1.02,1.49	-0.19,3.64	-15.67,9.26	0.970959	0.963698	0.541365	133.735	6.14794	2	8.16917	11.4909	1.72765	10.7129	80.8067	928.542	26130.8
LJP009_A375_24H_X1_B20:G05	1	power	2.00135	63.4504	4.58212	0.978124	8.05342	1.39466	1.11427	-8.15159	-5.79,8.58	-0.54,2.77	-32.34,16.04	0.978204	0.972755	0.468994	179.523	6.64652	2	8.23871	12.4767	1.82069	10.3156	83.4414	1041.07	23141.8
LJP009_A375_24H_X1_B20:G06	1	power	1.99759	63.4073	4.67518	0.954001	6.5965	0.0793455	2.11711	-0.751746	-0.36,0.52	0.06,4.18	-9.22,7.72	0.962819	0.953524	0.612553	103.582	5.71871	7	7.96887	12.2573	1.81036	11.0412	72.9257	893.875	32771.4
LJP009_A375_24H_X1_B20:G07	1	power	2.18586	65.4166	4.23057	0.978189	8.05929	0.659449	1.38872	-6.53734	-2.83,4.15	-0.40,3.17	-25.40,12.33	0.978968	0.97371	0.460708	186.184	6.70846	3	8.17365	13.1417	1.70244	10.3673	80.8533	1062.55	20902.1
LJP009_A375_24H_X1_B20:G08	1	power	2.0633	64.1424	4.54459	0.954376	6.6126	0.102747	2.02758	-1.48844	-0.52,0.72	-0.17,4.22	-11.79,8.82	0.961314	0.951642	0.62483	99.3956	5.64977	7	7.90302	13.515	1.83542	9.2161	66.5038	898.801	32771.4
LJP009_A375_24H_X1_B20:G09	1	power	1.95282	62.884	4.73187	0.971452	7.53202	0.276324	1.65109	-2.9565	-1.11,1.66	-0.10,3.41	-14.63,8.72	0.97424	0.967801	0.509861	151.282	6.35624	2	8.03857	9.84978	1.69211	11.3659	87.3954	860.826	22857.2
LJP009_A375_24H_X1_B20:G10	1	power	1.85357	61.6532	4.97159	0.977722	8.01775	0.333339	1.56849	-2.85236	-1.07,1.74	0.10,3.04	-13.03,7.32	0.980056	0.97507	0.448633	196.559	6.80073	1	8.22319	9.71998	1.76109	12.8132	101.542	986.99	18308.9
LJP009_A375_24H_X1_B20:G11	1	power	1.78705	60.7695	5.17369	0.969279	7.38824	0.297208	1.59638	-2.30386	-1.11,1.71	-0.06,3.25	-12.96,8.35	0.972114	0.965143	0.530484	139.443	6.21848	1	8.44303	9.11978	1.76531	15.6556	111.838	1019.94	19865.9
LJP009_A375_24H_X1_B20:G12	1	power	1.74058	60.1217	5.07745	0.978337	8.07259	0.05492	2.20347	0.620989	-0.12,0.23	1.02,3.39	-3.24,4.48	0.987835	0.984794	0.350378	324.815	7.65957	2	8.17907	9.83618	1.86344	17.3303	92.3995	908.858	23264.3
LJP009_A375_24H_X1_B20:G13	1	power	1.89153	62.1358	4.74857	0.97857	8.09373	0.604121	1.36714	-4.98319	-2.17,3.38	-0.17,2.90	-19.70,9.73	0.979481	0.974351	0.455053	190.94	6.75137	1	8.07764	8.28633	1.62439	10.9937	84.6024	701.043	9240.53
LJP009_A375_24H_X1_B20:G14	1	power	2.0409	63.8961	4.52835	0.968304	7.32696	0.134585	1.92958	-1.70028	-0.53,0.80	0.12,3.74	-10.79,7.39	0.973829	0.967287	0.513914	148.842	6.32874	6	8.14112	11.8351	1.75121	10.465	76.8938	910.046	32769.1
LJP009_A375_24H_X1_B20:G15	1	power	1.98538	63.2664	4.56261	0.986292	8.96844	0.458121	1.48382	-4.07444	-1.20,2.12	0.23,2.73	-14.33,6.18	0.987698	0.984622	0.352348	321.147	7.64008	3	8.13348	10.3126	1.70061	11.4867	87.0816	898.042	21112.2
LJP009_A375_24H_X1_B20:G16	1	power	2.06543	64.1656	4.44672	0.967574	7.28239	0.064976	2.20089	-0.737073	-0.25,0.38	0.41,3.99	-7.80,6.32	0.976191	0.970238	0.49018	164.002	6.49302	6	8.16742	12.6521	1.76195	11.3679	78.7328	996.136	32769.1
LJP009_A375_24H_X1_B20:G17	1	power	1.98975	63.3171	4.55497	0.972317	7.59225	0.0374508	2.40889	0.417607	-0.10,0.17	1.05,3.77	-3.79,4.62	0.985127	0.981409	0.387417	264.947	7.31043	10	8.18985	12.3402	1.776	13.3367	88.7378	1095.04	32778.2
LJP009_A375_24H_X1_B20:G18	1	power	1.7064	59.6284	5.27379	0.984269	8.69899	0.239542	1.65437	-1.54241	-0.53,1.01	0.52,2.78	-8.03,4.95	0.98747	0.984337	0.355597	315.233	7.60819	1	8.46938	8.55131	1.79461	16.5553	114.525	979.34	11577
LJP009_A375_24H_X1_B20:G19	1	power	1.90576	62.3128	4.81386	0.96754	7.28031	0.056126	2.22084	-0.141555	-0.19,0.31	0.57,3.87	-6.10,5.82	0.977413	0.971766	0.477431	173.094	6.58457	4	7.93646	12.1801	1.8896	11.6956	73.1384	890.832	31993.1
LJP009_A375_24H_X1_B20:G20	1	power	1.89141	62.1343	4.87793	0.973733	7.69516	0.146841	1.86371	-1.51045	-0.49,0.79	0.30,3.42	-9.45,6.43	0.978865	0.973581	0.46183	185.261	6.70001	1	7.99245	11.3779	1.8538	11.3643	81.0633	922.332	24256.5
LJP009_A375_24H_X1_B20:G21	1	power	1.9895	63.3141	4.55702	0.977618	8.00869	0.216629	1.74218	-2.61315	-0.77,1.20	0.14,3.35	-12.44,7.21	0.98082	0.976025	0.43995	204.554	6.86864	3	8.10058	11.487	1.77233	10.6791	83.852	963.207	26119.4
LJP009_A375_24H_X1_B20:G22	1	power	1.88769	62.0877	4.9278	0.96358	7.05464	0.0847026	2.05206	-0.930477	-0.33,0.50	0.27,3.84	-8.69,6.83	0.97156	0.96445	0.535734	136.646	6.18427	1	7.94723	10.6736	1.81219	10.5313	78.6878	839.882	15845.8
LJP009_A375_24H_X1_B20:G23	1	power	1.93308	62.647	4.76311	0.970432	7.46319	0.0959004	2.01928	-1.16352	-0.35,0.54	0.33,3.70	-8.80,6.47	0.977105	0.971381	0.480679	170.709	6.56102	2	8.0431	10.9628	1.78123	10.9794	84.3927	925.182	20992.5
LJP009_A375_24H_X1_B20:G24	1	power	1.81224	61.1099	4.94929	0.975262	7.81267	0.0408462	2.30771	0.323999	-0.11,0.19	0.96,3.65	-4.06,4.71	0.985669	0.982087	0.380292	275.12	7.37492	1	8.29002	10.0958	1.77508	17.0494	109.495	1105.44	21497.9
LJP009_A375_24H_X1_B20:H01	1	power	1.85148	61.6261	4.8647	0.982432	8.48279	0.112362	1.94717	-1.05844	-0.26,0.49	0.74,3.15	-6.64,4.53	0.988101	0.985126	0.346534	332.15	7.69789	1	8.03359	8.9724	1.70961	13.7517	90.066	808.107	13378.4
LJP009_A375_24H_X1_B20:H02	1	power	2.05677	64.071	4.52172	0.951627	6.49774	0.055291	2.25351	-0.678026	-0.28,0.39	0.02,4.49	-9.21,7.85	0.961363	0.951704	0.624427	99.5289	5.65201	5	7.77416	11.5059	1.73377	10.8061	65.0199	748.112	31784.6
LJP009_A375_24H_X1_B20:H03	1	power	2.32115	66.6926	3.94018	0.964743	7.11825	0.13423	1.98837	-2.37995	-0.67,0.94	-0.24,4.22	-14.03,9.27	0.96948	0.96185	0.554973	127.063	6.06168	24	8.10807	20.4086	1.83829	11.4289	83.5574	1705.29	32810
LJP009_A375_24H_X1_B20:H04	1	power	1.80002	60.9456	5.07036	0.971365	7.52605	0.047419	2.24791	0.154805	-0.14,0.23	0.83,3.66	-4.72,5.03	0.982327	0.977909	0.422315	222.336	7.01077	1	8.19221	10.2717	1.85356	13.3119	83.3533	856.178	16880.7
LJP009_A375_24H_X1_B20:H05	1	power	1.91266	62.398	4.75903	0.97696	7.95194	0.123691	1.9297	-1.29218	-0.37,0.62	0.49,3.37	-8.23,5.64	0.982587	0.978233	0.419203	225.708	7.03647	2	7.9315	10.8444	1.81508	12.1629	72.6752	788.118	23717.6
LJP009_A375_24H_X1_B20:H06	1	power	2.20759	65.6303	4.21156	0.953633	6.58087	0.613032	1.41798	-6.23358	-3.94,5.16	-1.11,3.94	-31.89,19.42	0.954613	0.943266	0.676784	84.1302	5.37226	4	7.95464	13.0792	1.68943	9.05011	72.1713	943.946	30696.6
LJP009_A375_24H_X1_B20:H07	1	power	1.96415	63.0182	4.67148	0.981474	8.37892	1.3373	1.12025	-8.34938	-5.05,7.73	-0.40,2.64	-30.78,14.08	0.981564	0.976955	0.43134	212.963	6.9373	1	8.15186	8.75325	1.59518	10.5814	98.5178	862.351	9984.01
LJP009_A375_24H_X1_B20:H08	1	power	2.11139	64.6567	4.45399	0.959901	6.86585	0.154172	1.8853	-2.47922	-0.76,1.07	-0.25,4.02	-14.41,9.46	0.964787	0.955984	0.596118	109.596	5.81321	3	8.01936	10.9823	1.64527	9.40694	77.3473	849.453	19739.6
LJP009_A375_24H_X1_B20:H09	1	power	2.25	66.0375	4.19919	0.965372	7.15353	4.25276	0.805454	-15.8334	-25.52,34.03	-1.25,2.86	-77.39,45.73	0.965617	0.957022	0.58905	112.338	5.85464	14	8.91645	15.9476	1.784	9.7707	118.973	1897.34	32787.3
LJP009_A375_24H_X1_B20:H10	1	power	2.02107	63.6744	4.55276	0.976971	7.95283	0.567366	1.41238	-5.26595	-2.30,3.43	-0.30,3.12	-21.47,10.94	0.977971	0.972464	0.471495	177.581	6.62804	1	8.21095	9.35731	1.60001	11.0082	93.0827	871.003	11669.3
LJP009_A375_24H_X1_B20:H11	1	power	2.69543	69.6453	3.57471	0.936111	5.95112	0.496299	1.55249	-8.5406	-4.59,5.58	-1.96,5.06	-46.40,29.32	0.937389	0.921736	0.794893	59.8863	4.81339	6	8.15387	16.3609	1.49838	6.34803	72.02	1178.31	32769.1
LJP009_A375_24H_X1_B20:H12	1	power	2.38401	67.2438	3.83663	0.962475	6.996	3.16897	0.911766	-14.726	-22.89,29.23	-1.60,3.42	-77.98,48.53	0.962511	0.953138	0.615088	102.697	5.70436	16	8.71751	17.4118	1.7331	9.69249	120.603	2099.92	32791.9
LJP009_A375_24H_X1_B20:H13	1	power	1.8301	61.347	5.04303	0.975892	7.86318	0.208579	1.72828	-1.8169	-0.64,1.06	0.29,3.17	-10.00,6.37	0.979922	0.974902	0.450138	195.221	6.7891	1	8.05272	11.1432	1.91246	12.0529	74.9688	835.395	15191
LJP009_A375_24H_X1_B20:H14	1	power	1.76289	60.4359	5.09347	0.973909	7.7083	0.0924143	2.01842	-0.0277578	-0.26,0.45	0.60,3.44	-5.57,5.52	0.98127	0.976588	0.434761	209.562	6.90986	2	8.29271	9.72842	1.81005	17.0541	110.904	1078.92	25353.8
