sample	qcpass	fittype	calib_slope	calib_slope_deg	calib_span	calib_linfit_rsquare	calib_linfit_logpval	coef_a	coef_b	coef_c	ci_a	ci_b	ci_c	rsquare	adjrsquare	rmse	f	f_logpval	truncated_genes	median	iqr	iqr_raw	q1	q25	q75	q99
LJP009_A375_24H_X1_B20:M24	1	power	1.86115	61.7508	5.02878	0.96177	6.95949	0.0710088	2.11526	-0.506168	-0.27,0.42	0.34,3.89	-7.59,6.58	0.971102	0.963878	0.540024	134.42	6.15656	1	8.17118	11.2118	1.85138	11.2269	86.6679	971.703	23199.3
LJP009_A375_24H_X1_B20:N01	1	power	1.60473	58.0706	5.40407	0.989707	9.52904	0.431333	1.4293	-2.26847	-0.70,1.56	0.54,2.32	-8.67,4.13	0.991235	0.989043	0.297417	452.346	8.22894	0	8.33241	7.18297	1.77007	16.5357	113.406	814.592	11459.2
LJP009_A375_24H_X1_B20:N02	1	power	1.62125	58.3334	5.42222	0.980082	8.237	0.0391399	2.2884	1.11742	-0.05,0.13	1.41,3.17	-1.45,3.68	0.992526	0.990657	0.274638	531.185	8.50578	1	8.21407	7.4367	1.7531	17.3264	102.302	760.786	11459.4
LJP009_A375_24H_X1_B20:N03	1	power	1.65318	58.8304	5.40968	0.971925	7.5647	0.0247207	2.46653	1.37828	-0.05,0.10	1.33,3.60	-1.57,4.32	0.987802	0.984752	0.350861	323.911	7.65478	1	8.17744	8.2706	1.78047	17.164	103.308	854.423	15941.1
LJP009_A375_24H_X1_B20:N04	1	power	1.78997	60.8092	5.22372	0.963057	7.02665	0.127478	1.89468	-0.929882	-0.48,0.73	0.19,3.60	-8.90,7.04	0.96977	0.962213	0.55233	128.321	6.07827	1	8.21908	10.6674	1.88355	13.0672	93.6425	998.925	16801.6
LJP009_A375_24H_X1_B20:N05	1	power	1.83315	61.3871	5.07556	0.970662	7.47849	0.286949	1.61918	-2.33472	-1.03,1.60	0.01,3.23	-12.62,7.96	0.973734	0.967167	0.514851	148.287	6.32241	2	8.22403	11.0081	1.87982	11.6008	90.8587	1000.18	19859.1
LJP009_A375_24H_X1_B20:N06	1	power	1.60914	58.141	5.46275	0.987402	9.13363	0.136551	1.83553	-0.120549	-0.18,0.45	1.00,2.67	-3.77,3.53	0.992818	0.991022	0.269219	552.946	8.57501	1	8.26875	7.63597	1.81371	17.1562	102.523	782.864	11286.1
LJP009_A375_24H_X1_B20:N07	1	power	1.82775	61.3161	4.89861	0.985496	8.85792	0.23468	1.6842	-2.07027	-0.53,1.00	0.54,2.83	-8.95,4.81	0.988588	0.985735	0.33936	346.512	7.77057	1	8.0411	8.59591	1.71164	12.7958	85.1565	731.998	12311.6
LJP009_A375_24H_X1_B20:N08	1	power	1.75094	60.2683	5.12136	0.980074	8.23627	0.159078	1.81557	-0.796668	-0.40,0.72	0.56,3.08	-6.84,5.25	0.9849	0.981125	0.390361	260.907	7.28413	2	8.27388	8.86115	1.78202	15.5825	100.878	893.899	16740.7
LJP009_A375_24H_X1_B20:N09	1	power	1.61802	58.2823	5.49084	0.985722	8.88863	0.171534	1.75838	-0.428262	-0.29,0.63	0.81,2.71	-4.94,4.09	0.99033	0.987912	0.31239	409.648	8.05828	1	8.34369	8.19176	1.85327	17.284	109.993	901.035	12498.8
LJP009_A375_24H_X1_B20:N10	1	power	1.82901	61.3327	4.84615	0.984453	8.72203	0.0904728	2.02876	-0.453924	-0.17,0.35	0.97,3.09	-4.82,3.91	0.99093	0.988663	0.302539	437.024	8.16961	1	8.14002	9.71765	1.7712	16.3932	98.3867	956.088	20893.5
LJP009_A375_24H_X1_B20:N11	1	power	1.83283	61.383	5.10484	0.968545	7.34193	0.342293	1.55508	-2.86013	-1.32,2.00	-0.13,3.24	-14.63,8.91	0.971052	0.963814	0.540499	134.177	6.1535	1	8.32752	9.8441	1.79128	12.7091	99.0814	975.368	16423.8
LJP009_A375_24H_X1_B20:N12	1	power	1.81136	61.0982	5.09182	0.978097	8.051	0.277585	1.62417	-2.26514	-0.82,1.37	0.24,3.01	-11.01,6.48	0.981126	0.976408	0.436425	207.937	6.89659	1	8.19964	11.3091	1.93365	12.0843	83.3687	942.824	16394.4
LJP009_A375_24H_X1_B20:N13	1	power	1.95979	62.9667	4.70848	0.977366	7.98675	0.203852	1.76125	-2.28013	-0.65,1.06	0.27,3.26	-11.02,6.46	0.981206	0.976508	0.435504	208.834	6.90392	4	8.19434	11.3635	1.78981	11.1412	82.7837	940.711	29107.6
LJP009_A375_24H_X1_B20:N14	1	power	1.9578	62.9431	4.85281	0.962065	6.97467	0.371112	1.54953	-3.63903	-1.68,2.42	-0.36,3.46	-18.10,10.82	0.964442	0.955552	0.599034	108.492	5.79625	2	8.16703	11.231	1.78256	10.1342	85.2518	957.462	20725.2
LJP009_A375_24H_X1_B20:N15	1	power	1.83605	61.4252	5.07381	0.970789	7.48699	0.253135	1.65893	-2.33346	-0.92,1.42	0.04,3.28	-12.43,7.76	0.974179	0.967723	0.510472	150.911	6.35209	1	8.29803	10.5677	1.84852	11.8401	88.8767	939.223	13727.4
LJP009_A375_24H_X1_B20:N16	1	power	1.90546	62.3092	4.93961	0.959945	6.86801	0.119329	1.93963	-1.33415	-0.51,0.75	0.03,3.85	-10.46,7.79	0.966496	0.95812	0.581478	115.388	5.8996	2	8.18648	12.0922	1.87944	11.1585	78.4311	948.402	13378.2
LJP009_A375_24H_X1_B20:N17	1	power	1.95117	62.8643	4.73303	0.973599	7.68522	0.162218	1.8309	-2.22966	-0.59,0.92	0.18,3.48	-11.47,7.01	0.977991	0.972489	0.471284	177.744	6.6296	1	8.30974	11.3719	1.79425	11.4264	84.4766	960.657	16188.2
LJP009_A375_24H_X1_B20:N18	1	power	1.95928	62.9607	4.78742	0.952792	6.54561	0.0620649	2.18234	-0.713916	-0.29,0.41	0.12,4.24	-8.92,7.49	0.962789	0.953486	0.612801	103.494	5.7173	3	8.16541	11.0686	1.76234	10.3125	79.5286	880.272	28267.2
LJP009_A375_24H_X1_B20:N19	1	power	1.74332	60.1607	5.09212	0.980944	8.32365	0.0760553	2.07083	-0.0230993	-0.16,0.32	0.92,3.22	-4.40,4.35	0.988515	0.985643	0.340451	344.27	7.75942	1	8.33154	9.0457	1.79473	17.3249	100.712	911.014	17052.9
LJP009_A375_24H_X1_B20:N20	1	power	1.89677	62.2013	4.81955	0.976108	7.88081	0.100392	1.99133	-1.23208	-0.32,0.52	0.50,3.48	-8.12,5.65	0.98225	0.977813	0.423232	221.356	7.00323	1	7.98556	10.7034	1.81936	12.2972	73.0303	781.67	15487.1
LJP009_A375_24H_X1_B20:N21	1	power	1.8073	61.0437	4.89123	0.979836	8.21305	0.116969	1.93588	-0.600402	-0.31,0.54	0.62,3.25	-6.39,5.19	0.98546	0.981825	0.383057	271.105	7.34975	4	8.48817	8.43519	1.6555	16.756	130.292	1099.04	24029.9
LJP009_A375_24H_X1_B20:N22	1	power	1.71503	59.7543	5.06127	0.983751	8.63563	0.0944435	1.98882	-0.104857	-0.17,0.36	0.98,3.00	-4.18,3.97	0.990581	0.988226	0.308309	420.672	8.10398	1	8.37833	9.35623	1.84001	17.1092	111.257	1040.95	19447.5
LJP009_A375_24H_X1_B20:N23	1	power	1.8875	62.0852	4.78117	0.950804	6.46462	0.00726203	2.99308	1.69781	-0.03,0.04	1.20,4.78	-1.93,5.33	0.975603	0.969504	0.496195	159.953	6.45064	10	7.83904	10.8053	1.76011	13.5298	80.7605	872.642	32778.2
LJP009_A375_24H_X1_B20:N24	1	power	1.8	60.9454	5.03511	0.965331	7.15125	0.0197042	2.58377	1.1087	-0.06,0.10	1.12,4.05	-2.67,4.89	0.982046	0.977558	0.425655	218.797	6.9834	2	8.19606	9.57085	1.73624	15.9203	101.483	971.279	25841.4
LJP009_A375_24H_X1_B20:O01	1	power	1.75168	60.2787	4.8622	0.992457	10.1369	4.345	0.726487	-12.2995	-8.33,17.02	-0.10,1.55	-35.71,11.12	0.993	0.991249	0.265793	567.395	8.61951	1	8.21543	8.40418	1.74667	16.4013	106.564	895.579	11012.2
LJP009_A375_24H_X1_B20:O02	1	power	2.05691	64.0725	4.26815	0.987053	9.08007	0.70385	1.35242	-5.27803	-1.93,3.33	0.08,2.63	-17.93,7.37	0.987752	0.984689	0.35158	322.571	7.64767	4	7.84805	10.8449	1.6799	12.1197	81.185	880.444	25424
LJP009_A375_24H_X1_B20:O03	1	power	1.95597	62.9213	4.64837	0.975374	7.82155	0.15241	1.85394	-2.07413	-0.55,0.86	0.21,3.50	-11.07,6.92	0.979676	0.974595	0.452882	192.814	6.76798	2	8.10425	8.65976	1.59069	10.9455	98.091	849.445	14800.2
LJP009_A375_24H_X1_B20:O04	1	power	2.07537	64.2733	4.49476	0.955502	6.66164	0.197187	1.78485	-3.04696	-1.11,1.50	-0.56,4.13	-17.66,11.57	0.959164	0.948955	0.641955	93.9525	5.55582	3	7.99165	11.0517	1.67497	9.85254	82.3948	910.605	16978.7
LJP009_A375_24H_X1_B20:O05	1	power	1.97401	63.1339	4.68736	0.961375	6.93934	0.0569015	2.21628	-0.612505	-0.25,0.36	0.26,4.17	-8.19,6.96	0.97062	0.963274	0.544518	132.145	6.12776	2	7.85852	8.59835	1.57783	11.1457	84.7045	728.318	19771.4
LJP009_A375_24H_X1_B20:O06	1	power	1.90701	62.3284	4.84997	0.971601	7.54224	0.111942	1.96297	-1.16938	-0.38,0.61	0.37,3.56	-8.61,6.27	0.978019	0.972524	0.470984	177.975	6.63181	2	8.06514	8.05824	1.57041	11.4277	100.14	806.954	16132.2
LJP009_A375_24H_X1_B20:O07	1	power	1.84126	61.4934	4.78889	0.973257	7.65995	0.184204	1.76855	-1.84935	-0.64,1.01	0.19,3.34	-10.64,6.94	0.977483	0.971854	0.476689	173.646	6.58998	2	8.1366	9.61363	1.77722	11.8073	87.1709	838.029	10958.1
LJP009_A375_24H_X1_B20:O08	1	power	1.77662	60.6263	5.15428	0.980141	8.24283	0.293958	1.59459	-2.38035	-0.83,1.41	0.27,2.92	-11.00,6.24	0.982837	0.978546	0.416181	229.056	7.0616	1	8.26226	10.754	1.9285	13.1124	87.453	940.47	13780.1
LJP009_A375_24H_X1_B20:O09	1	power	1.68004	59.2378	5.47016	0.969046	7.37339	0.11577	1.91292	-0.184192	-0.35,0.58	0.46,3.36	-6.29,5.92	0.976429	0.970537	0.487717	165.703	6.51052	1	8.35506	9.3782	1.88505	15.8961	103.821	973.652	14195
LJP009_A375_24H_X1_B20:O10	1	power	1.92448	62.5427	4.76141	0.975996	7.87162	0.135917	1.90572	-1.25311	-0.41,0.68	0.44,3.37	-8.33,5.82	0.981539	0.976924	0.431629	212.672	6.93497	2	8.00892	9.87993	1.7219	11.8866	82.0369	810.518	23483
LJP009_A375_24H_X1_B20:O11	1	power	1.7275	59.9347	5.19159	0.985314	8.83351	0.28833	1.58926	-2.22714	-0.66,1.24	0.45,2.73	-9.58,5.12	0.987782	0.984728	0.351141	323.388	7.65201	0	8.29639	9.05652	1.83556	16.4842	100.015	905.787	10918.9
LJP009_A375_24H_X1_B20:O12	1	power	1.72789	59.9403	5.23224	0.979724	8.20212	0.18333	1.74783	-1.38918	-0.51,0.87	0.42,3.07	-8.46,5.68	0.983695	0.979619	0.405637	241.329	7.15076	1	8.40225	8.62251	1.77976	16.6191	108.599	936.396	14734.7
LJP009_A375_24H_X1_B20:O13	1	power	1.85596	61.684	4.81903	0.988711	9.34821	0.574748	1.37567	-4.85032	-1.43,2.58	0.21,2.54	-15.80,6.10	0.98953	0.986913	0.325049	378.057	7.92027	0	8.26308	9.99926	1.79218	13.3989	93.5546	935.477	9971.99
LJP009_A375_24H_X1_B20:O14	1	power	1.95557	62.9166	4.75324	0.970453	7.46459	0.193616	1.77074	-2.52206	-0.77,1.15	0.02,3.52	-12.94,7.90	0.974401	0.968002	0.508266	152.258	6.36713	2	8.28238	10.8792	1.75433	11.0936	89.7063	975.934	19034.2
LJP009_A375_24H_X1_B20:O15	1	power	1.64165	58.6525	5.34822	0.98799	9.22712	0.115145	1.89775	-0.192404	-0.15,0.38	1.06,2.73	-3.76,3.37	0.993532	0.991915	0.255487	614.425	8.75691	1	8.20948	8.47518	1.86107	17.6961	101.992	864.398	9712.4
LJP009_A375_24H_X1_B20:O16	1	power	1.66343	58.987	5.45459	0.980404	8.26899	0.188896	1.73077	-0.894982	-0.44,0.82	0.55,2.91	-6.92,5.13	0.984878	0.981097	0.390655	260.507	7.28151	1	8.42222	9.86238	1.95465	16.1852	108.368	1068.76	13425.9
LJP009_A375_24H_X1_B20:O17	1	power	1.74163	60.1366	5.14351	0.977629	8.00962	0.0530899	2.19547	0.262679	-0.13,0.23	0.95,3.44	-4.05,4.57	0.986896	0.98362	0.363646	301.259	7.53043	1	8.27148	9.21307	1.80757	16.3697	97.7529	900.605	16245.5
LJP009_A375_24H_X1_B20:O18	1	power	1.86806	61.8392	4.68274	0.993776	10.5128	0.688542	1.31581	-5.77904	-1.23,2.60	0.41,2.23	-15.40,3.84	0.994279	0.992849	0.240274	695.218	8.97021	0	8.47236	9.51223	1.73985	16.9732	101.624	966.671	10871.4
LJP009_A375_24H_X1_B20:O19	1	power	1.67305	59.1328	5.37034	0.976941	7.95029	0.0736395	2.06886	0.274485	-0.17,0.32	0.85,3.28	-4.18,4.72	0.985544	0.98193	0.381949	272.704	7.35982	1	8.22837	9.60598	1.91124	16.9422	100.178	962.308	16940.8
LJP009_A375_24H_X1_B20:O20	1	power	1.80711	61.0412	5.04117	0.975807	7.85624	0.0561879	2.19066	0.0168487	-0.14,0.25	0.90,3.48	-4.63,4.66	0.985557	0.981947	0.381775	272.956	7.3614	1	8.14183	9.10332	1.75207	12.9873	88.9564	809.799	17750.3
LJP009_A375_24H_X1_B20:O21	1	power	1.99026	63.3229	4.55651	0.98037	8.2656	0.162066	1.84364	-2.1544	-0.50,0.82	0.39,3.30	-10.19,5.88	0.984422	0.980527	0.396499	252.768	7.22993	3	8.05735	11.4497	1.76392	11.796	85.6884	981.106	25309.7
LJP009_A375_24H_X1_B20:O22	1	power	1.86981	61.8615	4.94189	0.970112	7.44211	0.0644121	2.14675	-0.533029	-0.22,0.34	0.57,3.73	-6.77,5.70	0.978957	0.973696	0.460828	186.084	6.70755	1	8.20216	10.7184	1.79687	11.933	95.4166	1022.71	18361.8
LJP009_A375_24H_X1_B20:O23	1	power	1.96536	63.0325	4.62982	0.972743	7.62267	0.0501601	2.25277	-0.591574	-0.17,0.27	0.64,3.86	-6.69,5.51	0.98157	0.976962	0.431267	213.037	6.93789	1	8.02425	10.9874	1.74939	12.1548	83.5525	918.023	22478.3
LJP009_A375_24H_X1_B20:O24	1	power	1.72369	59.8798	5.13382	0.980616	8.29027	0.0583608	2.1619	0.329517	-0.11,0.23	1.09,3.24	-3.41,4.07	0.989757	0.987197	0.321505	386.526	7.95836	1	8.35071	9.41852	1.83419	17.2384	103.668	976.396	17507.5
LJP009_A375_24H_X1_B20:P01	1	power	1.64061	58.6365	5.36762	0.983937	8.65815	0.0784997	2.03564	0.288486	-0.12,0.28	1.11,2.96	-3.14,3.72	0.991797	0.989746	0.287723	483.614	8.34406	1	8.25278	8.48239	1.83937	17.3188	110.979	941.367	14447.5
LJP009_A375_24H_X1_B20:P02	1	power	1.6033	58.0476	5.50999	0.986197	8.95484	0.118806	1.87625	-0.136059	-0.17,0.41	1.00,2.75	-3.89,3.62	0.992161	0.990201	0.281267	506.254	8.42291	0	8.3145	8.52273	1.90363	16.9011	106.495	907.63	11456.5
LJP009_A375_24H_X1_B20:P03	1	power	1.69571	59.4711	5.32232	0.986978	9.06877	0.681632	1.29182	-4.17408	-1.58,2.94	0.20,2.39	-14.56,6.22	0.987645	0.984557	0.353098	319.768	7.6327	0	8.42589	9.09156	1.87413	14.4766	110.512	1004.73	11076.4
LJP009_A375_24H_X1_B20:P04	1	power	1.64672	58.7311	5.42287	0.9858	8.89932	0.172972	1.7518	-0.899182	-0.31,0.65	0.77,2.73	-5.86,4.06	0.990192	0.987741	0.314603	403.85	8.03376	0	8.37582	8.6474	1.87571	16.433	103.995	899.282	10593.5
LJP009_A375_24H_X1_B20:P05	1	power	1.67926	59.2262	5.39412	0.977539	8.00176	0.10557	1.93684	-0.267309	-0.26,0.47	0.69,3.19	-5.54,5.01	0.984351	0.980439	0.397396	251.611	7.22208	1	8.53021	9.05917	1.85246	16.3862	111.516	1010.25	14714.1
LJP009_A375_24H_X1_B20:P06	1	power	1.60663	58.101	5.426	0.980451	8.27367	0.0306925	2.37791	1.41964	-0.04,0.10	1.56,3.19	-0.75,3.59	0.99382	0.992274	0.249743	643.2	8.83591	1	8.08116	8.02975	1.83148	18.2628	97.9356	786.399	15476.5
LJP009_A375_24H_X1_B20:P07	1	power	1.69029	59.3908	5.24524	0.98164	8.39653	0.0717144	2.07213	0.0494278	-0.14,0.29	0.99,3.15	-4.03,4.13	0.989549	0.986936	0.324763	378.729	7.92333	1	8.26926	8.81887	1.82898	16.2728	102.392	902.985	11491.8
LJP009_A375_24H_X1_B20:P08	1	power	1.65461	58.8524	5.43139	0.984229	8.694	0.202067	1.7032	-1.01844	-0.41,0.81	0.63,2.77	-6.65,4.62	0.988149	0.985187	0.345825	333.531	7.70501	0	8.23997	8.37251	1.84476	16.3137	101.593	850.589	10370.6
LJP009_A375_24H_X1_B20:P09	1	power	1.631	58.4866	5.48099	0.979102	8.14299	0.0579506	2.14526	0.666793	-0.11,0.22	1.10,3.19	-2.82,4.15	0.989189	0.986487	0.330302	366.001	7.86457	1	8.32545	8.93044	1.8957	16.9263	101.329	904.915	11220
LJP009_A375_24H_X1_B20:P10	1	power	1.69575	59.4717	5.30787	0.975724	7.84954	0.0921309	1.99068	-0.128442	-0.25,0.43	0.66,3.32	-5.47,5.21	0.982974	0.978717	0.414519	230.929	7.07551	1	8.45583	9.47969	1.86774	16.9234	109.19	1035.08	13836.7
LJP009_A375_24H_X1_B20:P11	1	power	1.67521	59.1653	5.28871	0.983768	8.63764	0.0756515	2.05866	0.252502	-0.12,0.28	1.10,3.02	-3.31,3.81	0.991553	0.989441	0.291967	469.542	8.2932	1	8.34987	9.44919	1.89777	17.2128	102.406	967.657	15797.8
LJP009_A375_24H_X1_B20:P12	1	power	1.7464	60.2043	5.23149	0.972373	7.59626	0.0951334	1.98863	-0.395961	-0.29,0.48	0.52,3.46	-6.51,5.72	0.979629	0.974537	0.453402	192.362	6.76399	1	8.32462	10.1877	1.88553	14.9256	97.9345	997.729	13666.8
LJP009_A375_24H_X1_B20:P13	1	power	1.95935	62.9614	4.72378	0.953468	6.57388	0.0135712	2.75298	0.8796	-0.05,0.08	0.85,4.65	-3.91,5.67	0.972568	0.965711	0.526148	141.817	6.247	6	8.05635	11.3299	1.74932	12.0689	78.4596	888.937	32769.1
LJP009_A375_24H_X1_B20:P14	1	power	1.69401	59.4461	5.31073	0.971687	7.54816	0.0278984	2.42381	1.05721	-0.07,0.12	1.18,3.67	-2.40,4.51	0.986043	0.982554	0.375295	282.603	7.42088	1	8.24167	9.0923	1.82945	16.7918	96.408	876.57	13714.5
LJP009_A375_24H_X1_B20:P15	1	power	1.65818	58.907	5.38055	0.973991	7.71446	0.0262808	2.44546	1.32886	-0.05,0.10	1.37,3.52	-1.49,4.15	0.98926	0.986575	0.329215	368.448	7.87602	1	8.16598	8.85881	1.84884	17.172	94.9518	841.16	12993.8
LJP009_A375_24H_X1_B20:P16	1	power	1.84296	61.5155	5.04207	0.957252	6.74035	0.0512285	2.2268	-0.175083	-0.22,0.32	0.30,4.15	-7.13,6.78	0.967747	0.959684	0.570516	120.019	5.96572	1	8.3842	11.1669	1.84073	13.8292	94.071	1050.48	17355.8
LJP009_A375_24H_X1_B20:P17	1	power	1.7842	60.7304	5.11319	0.978177	8.05818	0.172267	1.77967	-1.55107	-0.50,0.84	0.41,3.15	-8.90,5.80	0.982592	0.97824	0.419133	225.784	7.03704	1	8.16635	9.34844	1.80963	12.9686	88.7834	829.986	11056.9
LJP009_A375_24H_X1_B20:P18	1	power	1.71079	59.6926	5.22547	0.979348	8.16618	0.0551234	2.17404	0.310925	-0.11,0.22	1.06,3.29	-3.56,4.18	0.988884	0.986105	0.334927	355.852	7.81626	1	8.45091	8.61219	1.77682	16.7626	105.5	908.588	11341.1
LJP009_A375_24H_X1_B20:P19	1	power	2.01264	63.5791	4.53136	0.967072	7.25222	0.0390601	2.36562	-0.21569	-0.14,0.22	0.64,4.09	-6.17,5.74	0.978168	0.972711	0.469381	179.221	6.64366	6	8.04447	11.254	1.72863	10.4423	79.4351	893.963	32769.1
LJP009_A375_24H_X1_B20:P20	1	power	1.77636	60.6226	5.12298	0.969587	7.40798	0.0366503	2.33272	0.412757	-0.11,0.18	0.91,3.76	-4.14,4.97	0.982123	0.977654	0.424746	219.752	6.99083	1	8.09324	9.37749	1.79102	13.5951	90.635	849.929	13255.1
LJP009_A375_24H_X1_B20:P21	1	power	1.69935	59.5249	5.18511	0.982882	8.53364	0.0538653	2.18208	0.434181	-0.09,0.20	1.21,3.15	-2.85,3.72	0.991965	0.989956	0.284766	493.794	8.37996	1	8.25041	8.40222	1.76971	17.5766	106.242	892.673	15896.4
LJP009_A375_24H_X1_B20:P22	1	power	1.90935	62.3573	4.83138	0.967925	7.3037	0.180737	1.78785	-2.11586	-0.72,1.09	0.02,3.56	-12.19,7.96	0.972271	0.965339	0.528989	140.256	6.22829	1	8.18728	10.3637	1.76905	10.7871	85.4463	885.539	21116
LJP009_A375_24H_X1_B20:P23	1	power	1.99453	63.3722	4.65152	0.962989	7.02303	0.0413544	2.32708	-0.518306	-0.17,0.25	0.45,4.20	-7.35,6.32	0.973683	0.967103	0.515352	147.991	6.31903	2	8.18381	11.4927	1.7551	11.5029	80.1205	920.8	25607.5
LJP009_A375_24H_X1_B20:P24	1	power	1.93135	62.6261	4.77818	0.945163	6.25141	0.00497941	3.10386	1.43602	-0.02,0.03	1.15,5.06	-2.59,5.46	0.972195	0.965244	0.529713	139.861	6.22354	6	7.94988	11.7379	1.78241	12.1134	76.9074	902.732	32769.1
