sample	qcpass	fittype	calib_slope	calib_slope_deg	calib_span	calib_linfit_rsquare	calib_linfit_logpval	coef_a	coef_b	coef_c	ci_a	ci_b	ci_c	rsquare	adjrsquare	rmse	f	f_logpval	truncated_genes	median	iqr	iqr_raw	q1	q25	q75	q99
LJP009_A375_24H_X1_B20:L10	1	power	1.87287	61.9005	5.00488	0.968251	7.3237	0.275632	1.63645	-2.63931	-1.06,1.62	-0.06,3.34	-13.74,8.46	0.97145	0.964313	0.536763	136.107	6.1776	1	8.31629	6.99002	1.48964	10.8496	116.918	817.256	12034.8
LJP009_A375_24H_X1_B20:L11	1	power	2.0559	64.0615	4.48642	0.975752	7.85179	0.535615	1.44214	-4.85033	-2.14,3.21	-0.27,3.15	-20.24,10.54	0.976958	0.971198	0.482214	169.599	6.54995	4	8.51167	10.3319	1.62909	10.0398	112.42	1161.51	27745.2
LJP009_A375_24H_X1_B20:L12	1	power	1.95484	62.908	4.72951	0.971828	7.55797	0.187432	1.78652	-2.27654	-0.72,1.10	0.06,3.51	-12.18,7.62	0.975813	0.969767	0.49405	161.38	6.4657	2	8.40737	8.00041	1.51971	11.547	112.903	903.267	15236
LJP009_A375_24H_X1_B20:L13	1	power	1.92475	62.546	4.82018	0.977691	8.01503	0.910676	1.23974	-6.12927	-3.36,5.18	-0.30,2.78	-23.89,11.63	0.978104	0.97263	0.470073	178.681	6.63854	1	8.58612	9.499	1.68218	11.7876	117.955	1120.45	10353.3
LJP009_A375_24H_X1_B20:L14	1	power	1.82683	61.3039	5.00064	0.982397	8.47895	0.422535	1.48336	-3.12716	-1.17,2.01	0.18,2.78	-12.91,6.65	0.984091	0.980114	0.400683	247.433	7.19345	2	8.67843	8.35144	1.65773	12.6409	131.276	1096.34	15052.6
LJP009_A375_24H_X1_B20:L15	1	power	1.67969	59.2327	5.32818	0.978715	8.1071	0.0894102	2.00612	0.176878	-0.19,0.37	0.86,3.16	-4.23,4.59	0.986583	0.983229	0.367966	294.133	7.4894	1	8.57502	7.7046	1.69294	17.017	134.165	1033.69	12151
LJP009_A375_24H_X1_B20:L16	1	power	1.89363	62.1621	4.86548	0.970171	7.446	0.422519	1.49926	-3.23608	-1.66,2.50	-0.22,3.22	-16.10,9.63	0.972007	0.965009	0.531501	138.895	6.21183	2	8.64748	8.64208	1.62349	14.2376	127.33	1100.4	16727.6
LJP009_A375_24H_X1_B20:L17	1	power	1.80897	61.0661	5.02104	0.979377	8.1689	0.116985	1.92779	-0.86295	-0.30,0.54	0.64,3.22	-6.75,5.02	0.98532	0.981651	0.384892	268.488	7.33315	2	8.57127	7.74927	1.592	13.716	132.433	1026.26	15406
LJP009_A375_24H_X1_B20:L18	1	power	2.08228	64.3476	4.38814	0.962297	6.98673	0.160636	1.87233	-2.17536	-0.79,1.11	-0.27,4.01	-13.82,9.47	0.966711	0.958389	0.579603	116.161	5.91082	5	8.44796	11.4413	1.65057	10.4983	116.925	1337.78	31222.6
LJP009_A375_24H_X1_B20:L19	1	power	1.68972	59.3824	5.18085	0.989934	9.57259	0.136211	1.84811	-0.606154	-0.16,0.43	1.08,2.61	-4.13,2.92	0.994762	0.993453	0.229904	759.718	9.12349	1	8.58918	7.63754	1.7034	17.2728	126.119	963.236	8169.83
LJP009_A375_24H_X1_B20:L20	1	power	1.99407	63.3668	4.54838	0.982751	8.51867	0.245625	1.68772	-3.46308	-0.78,1.28	0.23,3.14	-13.39,6.47	0.985285	0.981606	0.385359	267.828	7.32894	2	8.32132	9.25296	1.60564	12.2597	100.681	931.598	13854.3
LJP009_A375_24H_X1_B20:L21	1	power	1.74459	60.1787	5.25712	0.971473	7.53345	0.147159	1.83905	-0.783797	-0.45,0.74	0.38,3.30	-7.70,6.13	0.97734	0.971674	0.478208	172.519	6.57893	2	8.62488	7.70775	1.64323	15.0051	135.601	1045.18	16057.2
LJP009_A375_24H_X1_B20:L22	1	power	1.71083	59.6933	5.23247	0.975169	7.80532	0.0611445	2.14141	0.281311	-0.16,0.28	0.83,3.45	-4.35,4.91	0.984293	0.980367	0.398131	250.668	7.21566	2	8.58657	7.6156	1.65149	17.1505	128.614	979.476	14954.6
LJP009_A375_24H_X1_B20:L23	1	power	1.97734	63.173	4.75812	0.954926	6.63637	0.110619	1.9752	-1.60289	-0.53,0.76	-0.12,4.07	-11.82,8.61	0.961662	0.952077	0.622014	100.334	5.66546	4	8.42499	8.85939	1.56428	10.3076	112.213	994.139	19773.3
LJP009_A375_24H_X1_B20:L24	1	power	1.9361	62.6835	4.86112	0.943515	6.19322	0.0208256	2.58076	0.480433	-0.10,0.14	0.41,4.75	-5.74,6.70	0.960811	0.951014	0.628873	98.0703	5.62736	5	8.49611	9.5877	1.60702	11.0252	108.506	1040.32	29769.4
LJP009_A375_24H_X1_B20:M01	1	power	1.71575	59.7648	5.14135	0.985585	8.86998	0.071095	2.08444	0.0660244	-0.10,0.25	1.19,2.98	-3.28,3.41	0.993203	0.991503	0.261909	584.472	8.67066	2	8.59557	8.14741	1.71083	17.1509	125.685	1024.01	11052.4
LJP009_A375_24H_X1_B20:M02	1	power	1.90186	62.2646	4.80279	0.970506	7.46809	0.0307955	2.42582	0.25608	-0.09,0.15	0.94,3.91	-4.42,4.93	0.983069	0.978836	0.41336	232.248	7.08524	2	8.27828	8.01811	1.54304	12.5562	105.817	848.455	21941.2
LJP009_A375_24H_X1_B20:M03	1	power	1.87744	61.9584	4.8342	0.983495	8.60494	0.279195	1.63474	-2.54289	-0.73,1.29	0.36,2.91	-10.77,5.68	0.986158	0.982697	0.373756	284.967	7.43515	4	8.66985	8.21069	1.59797	11.8978	127.397	1046.02	22524.4
LJP009_A375_24H_X1_B20:M04	1	power	1.82386	61.2646	5.01472	0.979554	8.18584	0.208073	1.73511	-1.48548	-0.55,0.96	0.44,3.04	-8.57,5.60	0.983633	0.979542	0.406409	240.399	7.14416	3	8.63138	8.53595	1.66816	13.2486	121.569	1037.71	23841.1
LJP009_A375_24H_X1_B20:M05	1	power	1.75909	60.3828	5.08035	0.979639	8.19399	0.212678	1.70344	-1.6932	-0.58,1.00	0.40,3.01	-9.11,5.73	0.983394	0.979242	0.409374	236.871	7.1189	1	8.48179	7.15326	1.59402	13.0832	127.124	909.349	10473.1
LJP009_A375_24H_X1_B20:M06	1	power	1.77177	60.5593	5.1883	0.96845	7.33604	0.0661605	2.13453	0.14134	-0.20,0.33	0.67,3.60	-5.17,5.45	0.978636	0.973296	0.464322	183.235	6.68131	2	8.39155	8.156	1.67228	13.1588	106.661	869.931	18367.2
LJP009_A375_24H_X1_B20:M07	1	power	1.84785	61.5791	5.03135	0.972908	7.63457	0.228578	1.69513	-2.25682	-0.79,1.25	0.13,3.26	-11.75,7.24	0.976569	0.970712	0.486267	166.716	6.52086	2	8.45799	8.09742	1.61206	11.1531	121.765	985.98	12630
LJP009_A375_24H_X1_B20:M08	1	power	1.92683	62.5713	4.82142	0.968034	7.31039	0.150307	1.86682	-1.5547	-0.57,0.87	0.13,3.60	-10.40,7.29	0.973315	0.966643	0.518941	145.895	6.29491	3	8.37987	9.63309	1.67832	11.3399	98.7545	951.311	22898.5
LJP009_A375_24H_X1_B20:M09	1	power	1.67774	59.2034	5.40929	0.97803	8.04504	0.120219	1.89378	-0.332016	-0.29,0.53	0.66,3.12	-5.68,5.01	0.984416	0.98052	0.396571	252.675	7.2293	1	8.57263	8.73351	1.81849	16.2836	118.748	1037.08	9271.03
LJP009_A375_24H_X1_B20:M10	1	power	1.85779	61.7075	4.98508	0.976037	7.87497	0.357272	1.54366	-3.12266	-1.20,1.92	0.03,3.05	-14.04,7.79	0.978254	0.972817	0.468464	179.939	6.65045	1	8.51449	8.63244	1.65835	11.673	120.053	1036.35	14253.1
LJP009_A375_24H_X1_B20:M11	1	power	1.73217	60.0018	5.26606	0.980255	8.25414	0.339071	1.54238	-2.13065	-0.89,1.57	0.27,2.81	-10.45,6.19	0.982697	0.978371	0.417872	227.174	7.04752	2	8.66489	7.7809	1.6831	15.9715	137.438	1069.39	10149.7
LJP009_A375_24H_X1_B20:M12	1	power	1.91145	62.3831	4.90193	0.972557	7.60932	0.742584	1.30694	-5.1203	-2.93,4.41	-0.35,2.96	-21.87,11.63	0.973285	0.966606	0.519235	145.726	6.29295	2	8.67066	9.24993	1.66992	10.8478	122.396	1132.16	21253.3
LJP009_A375_24H_X1_B20:M13	1	power	2.0091	63.5389	4.51368	0.980981	8.32744	1.48386	1.09531	-8.62679	-5.90,8.86	-0.49,2.68	-32.96,15.71	0.981033	0.976291	0.437503	206.893	6.88801	4	8.61617	11.6328	1.76018	9.7918	111.713	1299.54	21278.8
LJP009_A375_24H_X1_B20:M14	1	power	2.00628	63.5067	4.68699	0.970324	7.45605	0.693885	1.34209	-5.88525	-3.14,4.53	-0.50,3.19	-25.15,13.38	0.971117	0.963896	0.539889	134.489	6.15743	2	8.53832	8.92907	1.56635	10.9383	123.34	1101.32	14904.6
LJP009_A375_24H_X1_B20:M15	1	power	1.9015	62.26	4.85945	0.971125	7.50968	0.169048	1.81166	-1.93069	-0.62,0.96	0.15,3.47	-11.04,7.18	0.975694	0.969617	0.495269	160.567	6.45713	2	8.30629	8.23304	1.58283	11.6845	110.962	913.558	12283.4
LJP009_A375_24H_X1_B20:M16	1	power	1.69734	59.4952	5.31236	0.980846	8.31364	0.236821	1.65815	-1.41843	-0.59,1.06	0.43,2.89	-8.36,5.52	0.984297	0.980371	0.398087	250.724	7.21604	2	8.80898	7.75768	1.70284	16.482	143.676	1114.59	10659.1
LJP009_A375_24H_X1_B20:M17	1	power	1.68119	59.2551	5.28453	0.982816	8.52611	0.0818853	2.03336	0.182432	-0.14,0.31	1.03,3.04	-3.63,3.99	0.99048	0.9881	0.309952	416.181	8.08551	1	8.61728	8.48514	1.77892	17.0411	123.481	1047.76	10227.6
LJP009_A375_24H_X1_B20:M18	1	power	1.78197	60.6999	5.06465	0.981152	8.34516	0.172294	1.78185	-1.44994	-0.44,0.79	0.51,3.05	-8.16,5.26	0.985405	0.981756	0.38378	270.069	7.3432	1	8.56296	8.37492	1.69518	14.4792	118.072	988.841	12060.6
LJP009_A375_24H_X1_B20:M19	1	power	1.8391	61.4651	4.89634	0.981716	8.40458	0.0939625	2.011	-0.703748	-0.21,0.40	0.82,3.20	-5.81,4.40	0.988292	0.985365	0.343731	337.655	7.72611	2	8.55456	8.16195	1.61212	13.7071	119.914	978.729	14101
LJP009_A375_24H_X1_B20:M20	1	power	1.90191	62.2652	4.80675	0.972391	7.5975	0.0469916	2.28393	0.0443119	-0.14,0.23	0.83,3.74	-4.95,5.04	0.982892	0.978615	0.415512	229.808	7.06719	5	8.39871	10.3033	1.71923	13.0594	102.201	1053.01	26919.9
LJP009_A375_24H_X1_B20:M21	1	power	1.79888	60.9302	5.04453	0.977795	8.02421	0.154909	1.82574	-1.21424	-0.44,0.75	0.46,3.20	-8.13,5.70	0.982726	0.978408	0.417521	227.563	7.05043	2	8.55623	8.30582	1.67436	11.9733	116.715	969.417	17761.5
LJP009_A375_24H_X1_B20:M22	1	power	1.83149	61.3654	4.94407	0.973486	7.67684	0.0564255	2.18568	-0.259478	-0.17,0.29	0.70,3.67	-5.80,5.28	0.982255	0.977818	0.423179	221.412	7.00367	2	8.69252	7.49111	1.52714	15.7697	136.89	1025.46	15175.6
LJP009_A375_24H_X1_B20:M23	1	power	1.68151	59.2599	5.29371	0.967599	7.28387	0.0172062	2.61798	1.66771	-0.04,0.07	1.39,3.85	-1.18,4.52	0.98617	0.982713	0.373583	285.234	7.43676	4	8.64686	7.73759	1.63242	17.5778	132.137	1022.42	20649.3
LJP009_A375_24H_X1_B20:M24	1	power	1.87109	61.8778	5.00082	0.962761	7.01102	0.0788625	2.07839	-0.691763	-0.31,0.46	0.30,3.85	-8.08,6.69	0.971365	0.964207	0.537562	135.691	6.17243	3	8.54188	8.29693	1.58777	11.1525	121.007	1003.99	17028.7
LJP009_A375_24H_X1_B20:N01	1	power	1.62832	58.4446	5.30933	0.991108	9.81515	0.626222	1.30788	-3.38928	-1.02,2.27	0.43,2.18	-11.06,4.28	0.991854	0.989817	0.286721	487.029	8.35619	0	8.76693	7.7222	1.79724	16.3597	143.032	1104.52	7384.25
LJP009_A375_24H_X1_B20:N02	1	power	1.63554	58.5576	5.36597	0.981835	8.41739	0.0461468	2.22952	0.897653	-0.06,0.16	1.36,3.10	-1.80,3.60	0.992844	0.991055	0.268725	554.996	8.58139	1	8.56304	7.81963	1.74441	17.3674	124.591	974.259	9042.74
LJP009_A375_24H_X1_B20:N03	1	power	1.64007	58.628	5.45828	0.970182	7.44668	0.0216943	2.51379	1.53094	-0.04,0.09	1.37,3.65	-1.29,4.35	0.987504	0.98438	0.355118	316.095	7.61288	2	8.50808	8.45929	1.77176	17.1331	118.88	1005.64	11707.5
LJP009_A375_24H_X1_B20:N04	1	power	1.75311	60.299	5.32018	0.960587	6.89971	0.0933195	2.00209	-0.30364	-0.34,0.53	0.32,3.69	-7.21,6.60	0.969322	0.961652	0.556416	126.385	6.05266	2	8.5477	8.52247	1.71004	13.7088	120.624	1028.02	13809.3
LJP009_A375_24H_X1_B20:N05	1	power	1.80335	60.9906	5.16535	0.96818	7.31935	0.202836	1.73767	-1.49245	-0.71,1.12	0.13,3.35	-10.25,7.26	0.972755	0.965944	0.524352	142.818	6.25888	2	8.50892	8.32046	1.66698	11.8452	119.743	996.319	21888.2
LJP009_A375_24H_X1_B20:N06	1	power	1.58323	57.7227	5.57318	0.984593	8.73968	0.0965727	1.95687	0.471636	-0.13,0.32	1.10,2.81	-2.75,3.70	0.992139	0.990174	0.281654	504.855	8.41814	1	8.56274	8.205	1.85848	17.0729	126.325	1036.5	7674.09
LJP009_A375_24H_X1_B20:N07	1	power	1.84272	61.5124	4.85293	0.986488	8.99662	0.288678	1.61389	-2.58881	-0.66,1.24	0.47,2.76	-10.13,4.95	0.988913	0.986141	0.334499	356.774	7.8207	2	8.3488	8.52992	1.66735	12.6418	113.348	966.845	14938.1
LJP009_A375_24H_X1_B20:N08	1	power	1.7078	59.6489	5.22709	0.97831	8.07019	0.113574	1.93108	-0.0835849	-0.27,0.50	0.69,3.17	-5.19,5.02	0.984825	0.981031	0.391331	259.595	7.27551	2	8.61932	8.03234	1.70994	16.7139	127.138	1021.21	21249.3
LJP009_A375_24H_X1_B20:N09	1	power	1.62192	58.344	5.47435	0.986097	8.9408	0.181001	1.73981	-0.53446	-0.30,0.66	0.79,2.69	-5.15,4.08	0.990443	0.988054	0.310559	414.539	8.0787	1	8.59998	7.96117	1.80819	17.3087	127.321	1013.62	8544.11
LJP009_A375_24H_X1_B20:N10	1	power	1.74834	60.2317	5.05695	0.979437	8.17464	0.0446911	2.27757	0.740761	-0.08,0.17	1.23,3.33	-2.52,4.00	0.990341	0.987926	0.312211	410.123	8.06028	3	8.56239	7.44478	1.58551	17.5638	132.521	986.588	18230.5
LJP009_A375_24H_X1_B20:N11	1	power	1.74374	60.1665	5.33054	0.964107	7.08319	0.154667	1.82222	-0.84624	-0.55,0.86	0.18,3.46	-8.73,7.04	0.970095	0.962619	0.549355	129.758	6.09704	1	8.64935	7.98292	1.67071	14.5074	133.624	1066.71	9956.27
LJP009_A375_24H_X1_B20:N12	1	power	1.79612	60.8929	5.14031	0.97683	7.94093	0.228374	1.69058	-1.78785	-0.67,1.12	0.31,3.07	-9.80,6.22	0.980639	0.975799	0.442025	202.6	6.85229	2	8.42479	8.58576	1.70774	12.1882	114.067	979.355	13059.2
LJP009_A375_24H_X1_B20:N13	1	power	2.00182	63.4558	4.59638	0.980445	8.27303	0.354592	1.57225	-3.74303	-1.16,1.87	0.09,3.06	-14.90,7.41	0.982476	0.978095	0.420536	224.254	7.02543	4	8.53734	10.3215	1.66864	10.8266	109.981	1135.16	27699.8
LJP009_A375_24H_X1_B20:N14	1	power	1.94947	62.844	4.87506	0.961391	6.94015	0.334933	1.584	-3.34018	-1.50,2.17	-0.33,3.50	-17.11,10.43	0.964108	0.955135	0.601842	107.445	5.78	3	8.51804	9.67861	1.66654	10.1917	107.804	1043.4	22579
LJP009_A375_24H_X1_B20:N15	1	power	1.82234	61.2445	5.11365	0.969704	7.41552	0.215803	1.71304	-1.94022	-0.77,1.21	0.09,3.33	-11.32,7.44	0.973754	0.967193	0.51465	148.406	6.32376	2	8.50198	9.39006	1.74185	11.9727	119.663	1123.64	11924.4
LJP009_A375_24H_X1_B20:N16	1	power	1.9272	62.5758	4.88081	0.961973	6.96993	0.151556	1.85669	-1.84121	-0.66,0.96	-0.06,3.77	-11.94,8.26	0.967255	0.959069	0.574847	118.157	5.93944	2	8.61827	10.4401	1.72648	11.0327	104.678	1092.85	14704
LJP009_A375_24H_X1_B20:N17	1	power	1.89459	62.1741	4.88513	0.968654	7.34878	0.0843072	2.05796	-0.883646	-0.30,0.47	0.40,3.71	-7.98,6.22	0.976374	0.970468	0.488285	165.308	6.50647	2	8.50761	9.26422	1.65581	11.8427	112.378	1041.1	15132.8
LJP009_A375_24H_X1_B20:N18	1	power	1.97549	63.1514	4.74582	0.954487	6.61736	0.0735483	2.12237	-1.01522	-0.34,0.49	0.06,4.19	-9.78,7.75	0.963305	0.954131	0.608535	105.007	5.74157	4	8.47029	10.8135	1.70788	10.2203	96.1982	1040.24	19484.4
LJP009_A375_24H_X1_B20:N19	1	power	1.72012	59.8282	5.17442	0.978486	8.08615	0.0576173	2.16936	0.411746	-0.12,0.24	1.01,3.33	-3.55,4.37	0.987931	0.984914	0.348989	327.438	7.67337	2	8.58867	7.71509	1.64566	17.2161	132.827	1024.77	15397.8
LJP009_A375_24H_X1_B20:N20	1	power	1.85491	61.6704	4.94342	0.971913	7.56387	0.0609276	2.16668	-0.343328	-0.19,0.31	0.67,3.67	-6.06,5.38	0.981014	0.976268	0.437718	206.686	6.8863	2	8.24153	8.664	1.66089	12.4427	96.3691	834.941	14747.4
LJP009_A375_24H_X1_B20:N21	1	power	1.93702	62.6946	4.58859	0.982319	8.47029	0.396127	1.52243	-3.69806	-1.30,2.09	0.05,3.00	-15.10,7.71	0.983851	0.979813	0.4037	243.689	7.16739	4	8.8315	9.61703	1.65913	13.9333	142.845	1373.74	20447.3
LJP009_A375_24H_X1_B20:N22	1	power	1.67863	59.2168	5.19551	0.979759	8.20553	0.0603081	2.14789	0.606393	-0.11,0.23	1.12,3.18	-2.87,4.09	0.989656	0.98707	0.323088	382.709	7.9413	3	8.64371	7.33291	1.64469	16.9969	136.016	997.394	14533.1
LJP009_A375_24H_X1_B20:N23	1	power	1.94695	62.8138	4.62559	0.957807	6.76599	0.0121213	2.8028	1.15878	-0.05,0.07	0.99,4.61	-3.14,5.46	0.976558	0.970697	0.486386	166.633	6.52001	6	8.23609	11.9409	1.7479	13.2541	96.1098	1147.64	32769.1
LJP009_A375_24H_X1_B20:N24	1	power	1.92296	62.5242	4.76929	0.971259	7.51876	0.0450787	2.29179	-0.192281	-0.15,0.24	0.74,3.85	-5.68,5.29	0.981456	0.97682	0.432602	211.699	6.92715	4	8.53106	9.55043	1.63297	13.497	116.349	1111.18	24774.1
LJP009_A375_24H_X1_B20:O01	1	power	1.75405	60.3122	4.85225	0.992496	10.1472	4.64453	0.708105	-12.868	-8.98,18.27	-0.12,1.53	-37.44,11.70	0.99311	0.991387	0.263692	576.537	8.64708	2	8.73739	8.05419	1.7195	16.4177	135.974	1095.16	12965.6
LJP009_A375_24H_X1_B20:O02	1	power	2.07827	64.3046	4.20925	0.988156	9.25437	1.02973	1.2273	-6.80028	-2.87,4.93	-0.03,2.49	-22.18,8.58	0.988434	0.985543	0.341638	341.853	7.74733	5	8.34172	9.39004	1.5579	12.0602	94.365	886.091	28892.6
LJP009_A375_24H_X1_B20:O03	1	power	1.95775	62.9425	4.64331	0.975518	7.83304	0.156307	1.84521	-2.12979	-0.57,0.88	0.20,3.49	-11.22,6.96	0.979719	0.974649	0.4524	193.233	6.77168	5	8.3836	8.97906	1.60186	10.9346	110.746	994.391	23044.5
LJP009_A375_24H_X1_B20:O04	1	power	2.03676	63.8501	4.59422	0.951872	6.5077	0.118026	1.96307	-1.88541	-0.64,0.88	-0.36,4.29	-13.65,9.88	0.957736	0.947171	0.653079	90.6442	5.49614	5	8.35701	10.4385	1.64701	9.99425	95.9402	1001.47	28909
LJP009_A375_24H_X1_B20:O05	1	power	1.98882	63.3062	4.64804	0.96287	7.01676	0.0677488	2.15423	-0.909385	-0.30,0.43	0.19,4.11	-9.00,7.18	0.971008	0.96376	0.540909	133.968	6.15087	5	8.26118	9.38512	1.60647	11.0741	97.5134	915.176	24990.5
LJP009_A375_24H_X1_B20:O06	1	power	1.94232	62.7584	4.75313	0.974545	7.75666	0.171172	1.81534	-2.06853	-0.60,0.94	0.22,3.41	-10.95,6.82	0.978904	0.97363	0.461405	185.609	6.7032	3	8.40529	9.0717	1.62595	11.1472	103.676	940.514	27749.8
LJP009_A375_24H_X1_B20:O07	1	power	1.82238	61.2449	4.84832	0.971475	7.53358	0.143759	1.85392	-1.31487	-0.49,0.78	0.28,3.43	-9.23,6.60	0.976866	0.971083	0.483177	168.907	6.54301	2	8.46166	7.75918	1.59399	11.9025	124.571	966.572	15368.8
LJP009_A375_24H_X1_B20:O08	1	power	1.70074	59.5453	5.37935	0.975126	7.80194	0.130253	1.87086	-0.508306	-0.34,0.61	0.56,3.18	-6.41,5.40	0.981534	0.976918	0.431682	212.619	6.93455	2	8.60074	7.8103	1.70189	14.3448	126.599	988.773	11734.9
LJP009_A375_24H_X1_B20:O09	1	power	1.65801	58.9044	5.55124	0.966401	7.21269	0.0907298	1.9985	0.239355	-0.27,0.45	0.55,3.45	-5.28,5.76	0.975596	0.969494	0.496269	159.905	6.45013	2	8.7019	8.3865	1.77526	15.8398	132.211	1108.79	12969
LJP009_A375_24H_X1_B20:O10	1	power	1.91873	62.4724	4.77741	0.975494	7.83113	0.127037	1.92954	-1.11692	-0.38,0.64	0.46,3.39	-8.00,5.77	0.98138	0.976726	0.433478	210.828	6.92012	3	8.34841	9.62308	1.68333	11.924	99.3139	955.706	23049.2
LJP009_A375_24H_X1_B20:O11	1	power	1.72593	59.9121	5.19748	0.985178	8.81551	0.281397	1.59744	-2.16641	-0.65,1.21	0.46,2.74	-9.44,5.11	0.987724	0.984655	0.351973	321.842	7.64379	0	8.65636	8.48035	1.76196	16.4762	128.577	1090.38	9080.26
LJP009_A375_24H_X1_B20:O12	1	power	1.70359	59.5872	5.32152	0.977332	7.9838	0.132217	1.86018	-0.722583	-0.36,0.63	0.53,3.19	-6.90,5.45	0.982852	0.978565	0.415996	229.263	7.06314	1	8.75613	8.15675	1.72498	16.4947	136.602	1114.23	9802.21
LJP009_A375_24H_X1_B20:O13	1	power	1.86821	61.8411	4.78065	0.989339	9.46025	0.7122	1.30664	-5.62477	-1.79,3.22	0.15,2.46	-17.78,6.53	0.989872	0.98734	0.319701	390.946	7.97791	0	8.6988	8.99376	1.68869	13.31	125.506	1128.77	9239.67
LJP009_A375_24H_X1_B20:O14	1	power	1.93564	62.678	4.80753	0.968699	7.35159	0.151261	1.85557	-1.95319	-0.59,0.89	0.11,3.61	-11.34,7.44	0.973715	0.967143	0.515039	148.176	6.32114	3	8.58768	9.66398	1.65671	11.2052	118.485	1145.03	21278.4
LJP009_A375_24H_X1_B20:O15	1	power	1.62643	58.4149	5.41099	0.98647	8.99393	0.0935092	1.97046	0.163466	-0.13,0.31	1.12,2.82	-3.15,3.48	0.993178	0.991473	0.262381	582.355	8.6644	1	8.62756	7.74012	1.7617	17.6121	130.323	1008.72	8460.14
LJP009_A375_24H_X1_B20:O16	1	power	1.6332	58.521	5.57326	0.977091	7.96311	0.128183	1.86492	-0.13877	-0.30,0.55	0.67,3.06	-5.28,5.00	0.983763	0.979704	0.404798	242.348	7.15796	1	8.82693	7.91046	1.76077	16.093	144.744	1144.99	10154.1
LJP009_A375_24H_X1_B20:O17	1	power	1.65019	58.7846	5.42455	0.969821	7.42314	0.0235254	2.48418	1.41876	-0.05,0.10	1.26,3.71	-1.71,4.55	0.98592	0.9824	0.376945	280.098	7.40563	1	8.68721	8.78294	1.79349	17.2138	118.625	1041.88	14815.7
LJP009_A375_24H_X1_B20:O18	1	power	1.85789	61.7088	4.71749	0.993196	10.3386	0.560961	1.38171	-5.04546	-1.01,2.13	0.45,2.31	-13.87,3.78	0.993949	0.992436	0.247117	657.03	8.87265	0	8.62403	8.65209	1.66579	16.9012	128.209	1109.28	9592.47
LJP009_A375_24H_X1_B20:O19	1	power	1.67684	59.1898	5.35609	0.977366	7.98671	0.0770245	2.05301	0.202676	-0.18,0.33	0.84,3.27	-4.32,4.73	0.985653	0.982067	0.380504	274.81	7.37299	1	8.66952	8.46618	1.7733	16.9565	126.216	1068.56	9472.82
LJP009_A375_24H_X1_B20:O20	1	power	1.88542	62.0591	4.81125	0.982684	8.5111	0.1412	1.86825	-1.67715	-0.37,0.65	0.59,3.14	-8.27,4.92	0.987263	0.984078	0.358527	310.037	7.57968	2	8.49409	8.46789	1.61503	12.3648	112.749	954.744	14788
LJP009_A375_24H_X1_B20:O21	1	power	1.97724	63.1718	4.58956	0.979456	8.1765	0.137978	1.89954	-1.7996	-0.42,0.70	0.44,3.36	-9.32,5.72	0.984152	0.98019	0.399915	248.401	7.20012	4	8.53593	9.86099	1.63867	11.9243	115.788	1141.79	23289.8
LJP009_A375_24H_X1_B20:O22	1	power	1.83034	61.3501	5.05224	0.966235	7.20305	0.0429979	2.28944	0.121951	-0.14,0.23	0.71,3.87	-5.23,5.48	0.978039	0.972549	0.470766	178.144	6.63342	3	8.54199	8.27081	1.60192	12.2581	122.288	1011.42	21233.6
LJP009_A375_24H_X1_B20:O23	1	power	2.00853	63.5324	4.51542	0.976733	7.93267	0.086083	2.06225	-1.54248	-0.30,0.47	0.46,3.67	-8.96,5.87	0.982665	0.978332	0.418252	226.754	7.04435	3	8.50043	8.708	1.5351	11.9583	107.995	940.418	18168.1
LJP009_A375_24H_X1_B20:O24	1	power	1.72179	59.8524	5.14058	0.980408	8.26931	0.0570516	2.16997	0.363704	-0.11,0.22	1.09,3.24	-3.35,4.08	0.98971	0.987137	0.322249	384.725	7.95033	3	8.74957	7.31354	1.59818	17.2326	140.631	1028.51	16879.6
LJP009_A375_24H_X1_B20:P01	1	power	1.61835	58.2875	5.45683	0.981388	8.36982	0.0596892	2.13236	0.705701	-0.09,0.21	1.20,3.07	-2.42,3.84	0.991235	0.989043	0.297418	452.341	8.22892	1	8.68226	7.19869	1.69469	17.2265	131.979	950.074	12312.2
LJP009_A375_24H_X1_B20:P02	1	power	1.62096	58.3288	5.43559	0.988035	9.23444	0.153044	1.7889	-0.605685	-0.22,0.53	0.93,2.65	-4.71,3.50	0.992678	0.990847	0.271834	542.283	8.54143	0	8.68581	7.60013	1.76696	16.967	132.61	1007.85	8231.97
LJP009_A375_24H_X1_B20:P03	1	power	1.62281	58.3581	5.58177	0.982075	8.44348	0.243559	1.63002	-1.24345	-0.53,1.02	0.52,2.74	-7.54,5.06	0.985643	0.982054	0.380641	274.608	7.37174	0	8.79255	8.47306	1.8576	15.7272	140.046	1186.62	8128.67
LJP009_A375_24H_X1_B20:P04	1	power	1.62495	58.3918	5.51102	0.983487	8.60409	0.12785	1.85575	-0.313258	-0.23,0.49	0.86,2.85	-4.74,4.12	0.989459	0.986824	0.326147	375.489	7.90855	0	8.7335	8.63832	1.86332	16.3647	127.427	1100.75	8959.37
LJP009_A375_24H_X1_B20:P05	1	power	1.64093	58.6414	5.53907	0.973025	7.64302	0.0667988	2.09741	0.487949	-0.16,0.30	0.84,3.36	-3.94,4.92	0.983093	0.978866	0.413065	232.586	7.08772	1	8.69144	8.50124	1.79463	16.2831	135.505	1151.96	11475.4
